Interface_Temp,Fan_FanTray1Fan1Sensor1,Fan_FanTray2Fan1Sensor1,Fan_FanTray3Fan1Sensor1,Fan_FanTray4Fan1Sensor1,rack_unit,Device_local_sn,SFP_manufacturer,SFP_model,fan_speed_mean
68.8,6696,6696,6622,6681,5,SGD21521297,AOI,AQPLBCQ4EDMA1072,6673.75
68.8,8086,8086,8086,8064,4,SGD21039844,AOI,AQPLBCQ4EDMA1072,8080.5
68.8,7228,7177,7177,7177,7,SGD21036204,AOI,AQPLBCQ4EDMA1072,7189.75
68.8,8130,8130,8152,8130,6,SGD22057405,AOI,AQPLBCQ4EDMA1072,8135.5
68.8,6637,6666,6681,6666,4,JPE19322344,AOI,AQPLBCQ4EDMA1072,6662.5
68.8,6000,5988,6000,6036,6,SGD21067625,AOI,AQPLBCQ4EDMA1072,6006.0
68.8,7594,7575,7556,7537,4,SGD20475361,AOI,AQPLBCQ4EDMA1072,7565.5
68.8,9554,9523,9493,9493,5,JPE22200552,AOI,AQPLBCQ4EDMA1072,9515.75
68.8,9063,9009,9036,9090,5,SGD21036231,AOI,AQPLBCQ4EDMA1072,9049.5
68.8,7594,7556,7556,7556,5,SGD21067589,AOI,AQPLBCQ4EDMA1072,7565.5
68.7,6864,6928,6864,6896,1,SGD20452480,AOI,AQPLBCQ4EDMA1072,6888.0
68.7,8797,8746,8797,8797,6,SGD22073966,AOI,AQPLBCQ4EDMA1072,8784.25
68.7,8849,8797,8670,8849,1,SGD20475217,AOI,AQPLBCQ4EDMA1072,8791.25
68.7,8571,8595,8571,8571,4,JPE20452810,AOI,AQPLBCQ4EDMA1072,8577.0
68.7,11363,11406,11363,11363,1,JPE22200302,AOI,AQPLBCQ4EDMA1072,11373.75
68.7,7556,7556,7500,7537,8,SGD22023276,AOI,AQPLBCQ4EDMA1072,7537.25
68.7,10563,10526,10489,10526,2,JPE22191931,AOI,AQPLBCQ4EDMA1072,10526.0
68.7,8720,8746,8695,8695,3,JPE22202335,AOI,AQPLBCQ4EDMA1072,8714.0
68.7,6960,6944,6976,6993,6,SGD21213982,AOI,AQPLBCQ4EDMA1072,6968.25
68.7,9174,9146,9230,9230,1,JPE20451987,AOI,AQPLBCQ4EDMA1072,9195.0
68.7,7142,7159,7075,7142,8,SGD21053944,AOI,AQPLBCQ4EDMA1072,7129.5
68.7,8571,8620,8547,8595,1,JPE22190547,AOI,AQPLBCQ4EDMA1072,8583.25
68.7,9771,9803,9803,9803,2,JPE22081096,AOI,AQPLBCQ4EDMA1072,9795.0
68.7,7444,7481,7481,7500,6,SGD21520945,AOI,AQPLBCQ4EDMA1072,7476.5
68.7,10101,10135,10135,10135,4,SGD22074288,AOI,AQPLBCQ4EDMA1072,10126.5
68.7,7444,7500,7481,7481,2,SGD22023674,AOI,AQPLBCQ4EDMA1072,7476.5
68.7,9009,8955,8982,8982,1,SGD21016702,AOI,AQPLBCQ4EDMA1072,8982.0
68.7,7444,7481,7481,7500,6,SGD21520945,AOI,AQPLBCQ4EDMA1072,7476.5
68.7,7009,6928,7025,6928,6,SGD20474996,AOI,AQPLBCQ4EDMA1072,6972.5
68.7,5905,5917,5976,5917,4,JPE20434240,AOI,AQPLBCQ4EDMA1072,5928.75
68.7,6637,6666,6681,6666,4,JPE19322344,AOI,AQPLBCQ4EDMA1072,6662.5
68.7,7092,7058,7009,7025,5,SGD21039734,AOI,AQPLBCQ4EDMA1072,7046.0
68.6,6666,6622,6607,6622,5,SGD20452556,AOI,AQPLBCQ4EDMA1072,6629.25
68.6,8670,8547,8571,8595,5,SGD22056801,AOI,AQPLBCQ4EDMA1072,8595.75
68.6,9316,9287,9316,9287,3,SGD22056662,AOI,AQPLBCQ4EDMA1072,9301.5
68.6,7444,7444,7444,7444,4,SGD21214474,AOI,AQPLBCQ4EDMA1072,7444.0
68.6,6960,6944,6912,6960,6,SGD21068325,AOI,AQPLBCQ4EDMA1072,6944.0
68.6,6012,5988,6036,5952,5,JPE22063089,AOI,AQPLBCQ4EDMA1072,5997.0
68.6,6802,6864,6833,6864,3,SGD22056857,AOI,AQPLBCQ4EDMA1072,6840.75
68.6,8928,8928,8955,8955,3,JPE22192026,AOI,AQPLBCQ4EDMA1072,8941.5
68.6,6593,6607,6622,6637,6,SGD21521106,AOI,AQPLBCQ4EDMA1072,6614.75
68.6,10416,10344,10344,10380,1,SGD21520748,AOI,AQPLBCQ4EDMA1072,10371.0
68.6,9174,9090,9202,9174,1,SGD21068449,AOI,AQPLBCQ4EDMA1072,9160.0
68.6,8086,8130,8108,8108,7,SGD22056659,AOI,AQPLBCQ4EDMA1072,8108.0
68.6,8356,8310,8356,8426,3,SGD22023425,AOI,AQPLBCQ4EDMA1072,8362.0
68.6,10135,10135,10101,10204,1,JPE20451949,AOI,AQPLBCQ4EDMA1072,10143.75
68.6,11070,11111,11152,11194,6,JPE22192741,AOI,AQPLBCQ4EDMA1072,11131.75
68.6,9803,9803,9771,9803,2,SGD22074533,AOI,AQPLBCQ4EDMA1072,9795.0
68.6,10101,10101,10101,10067,3,JPE21320926,AOI,AQPLBCQ4EDMA1072,10092.5
68.6,9554,9523,9584,9554,1,JPE22192101,AOI,AQPLBCQ4EDMA1072,9553.75
68.6,8620,8620,8645,8645,7,JPE22190600,AOI,AQPLBCQ4EDMA1072,8632.5
68.5,8264,8241,8287,8310,4,SGD20453278,AOI,AQPLBCQ4EDMA1072,8275.5
68.5,7142,7194,7194,7228,4,JPE20451988,AOI,AQPLBCQ4EDMA1072,7189.5
68.5,9900,9900,9933,9900,1,SGD22056726,AOI,AQPLBCQ4EDMA1072,9908.25
68.5,6928,6880,6849,6896,7,SGD21520627,AOI,AQPLBCQ4EDMA1072,6888.25
68.5,6711,6726,6711,6681,4,SGD21067972,AOI,AQPLBCQ4EDMA1072,6707.25
68.5,8021,8000,8000,8021,4,SGD22074532,AOI,AQPLBCQ4EDMA1072,8010.5
68.5,6726,6666,6666,6726,6,SGD20436289,AOI,AQPLBCQ4EDMA1072,6696.0
68.5,10869,10948,10869,10909,1,SGD22074143,AOI,AQPLBCQ4EDMA1072,10898.75
68.5,7092,7159,7092,7109,2,SGD20445070,AOI,AQPLBCQ4EDMA1072,7113.0
68.5,6666,6681,6607,6696,6,SGD22057232,AOI,AQPLBCQ4EDMA1072,6662.5
68.5,6342,6250,6289,6276,7,SGD21068100,AOI,AQPLBCQ4EDMA1072,6289.25
68.5,9803,9803,9771,9803,2,SGD22074533,AOI,AQPLBCQ4EDMA1072,9795.0
68.5,7334,7334,7299,7371,5,JPE22200496,AOI,AQPLBCQ4EDMA1072,7334.5
68.5,8196,8174,8219,8196,7,SGD22074234,AOI,AQPLBCQ4EDMA1072,8196.25
68.5,7518,7556,7500,7518,4,SGD20475154,AOI,AQPLBCQ4EDMA1072,7523.0
68.5,10989,10948,10948,10948,1,SGD22074084,AOI,AQPLBCQ4EDMA1072,10958.25
68.5,6880,6896,6928,6833,5,SGD21067623,AOI,AQPLBCQ4EDMA1072,6884.25
68.5,6833,6833,6818,6833,5,SGD21520972,AOI,AQPLBCQ4EDMA1072,6829.25
68.5,9345,9316,9287,9287,1,SGD20445145,AOI,AQPLBCQ4EDMA1072,9308.75
68.5,7653,7653,7672,7653,1,JPE20443623,AOI,AQPLBCQ4EDMA1072,7657.75
68.5,9803,9803,9771,9803,2,SGD22074533,AOI,AQPLBCQ4EDMA1072,9795.0
68.5,6465,6423,6437,6479,5,SGD21067918,AOI,AQPLBCQ4EDMA1072,6451.0
68.5,7594,7575,7556,7537,4,SGD20475361,AOI,AQPLBCQ4EDMA1072,7565.5
68.4,8547,8571,8547,8547,4,SGD21067984,AOI,AQPLBCQ4EDMA1072,8553.0
68.4,7125,7159,7159,7109,7,SGD22023409,AOI,AQPLBCQ4EDMA1072,7138.0
68.4,9146,9146,9118,9118,2,SGD22073964,AOI,AQPLBCQ4EDMA1072,9132.0
68.4,8849,8928,8955,8955,1,SGD21085343,AOI,AQPLBCQ4EDMA1072,8921.75
68.4,7812,7853,7832,7812,2,SGD21521595,AOI,AQPLBCQ4EDMA1072,7827.25
68.4,8108,8108,8000,7978,8,JPE22095827,AOI,AQPLBCQ4EDMA1072,8048.5
68.4,7444,7462,7556,7500,7,SGD21086120,AOI,AQPLBCQ4EDMA1072,7490.5
68.4,7936,7915,7894,7894,1,SGD21039804,AOI,AQPLBCQ4EDMA1072,7909.75
68.4,8595,8645,8547,8620,1,JPE22190434,AOI,AQPLBCQ4EDMA1072,8601.75
68.4,7194,7211,7177,7194,7,SGD22023365,AOI,AQPLBCQ4EDMA1072,7194.0
68.4,10309,10380,10344,10344,1,SGD21521250,AOI,AQPLBCQ4EDMA1072,10344.25
68.4,9433,9404,9433,9404,2,SGD22075474,AOI,AQPLBCQ4EDMA1072,9418.5
68.4,8287,8287,8241,8310,3,SGD20474774,AOI,AQPLBCQ4EDMA1072,8281.25
68.4,7177,7211,7228,7194,7,JPE22193122,AOI,AQPLBCQ4EDMA1072,7202.5
68.4,8086,8086,8086,8064,4,SGD21039844,AOI,AQPLBCQ4EDMA1072,8080.5
68.4,7481,7575,7500,7518,4,SGD20475252,AOI,AQPLBCQ4EDMA1072,7518.5
68.4,5905,5964,5988,6048,7,JPE22183162,AOI,AQPLBCQ4EDMA1072,5976.25
68.4,5976,5964,6000,6012,7,SGD22023331,AOI,AQPLBCQ4EDMA1072,5988.0
68.4,8042,8021,8108,8042,7,JPE22107034,AOI,AQPLBCQ4EDMA1072,8053.25
68.4,6711,6726,6711,6681,4,SGD21067972,AOI,AQPLBCQ4EDMA1072,6707.25
68.4,10989,10948,10948,10948,1,SGD22074084,AOI,AQPLBCQ4EDMA1072,10958.25
68.4,6666,6651,6696,6681,4,SGD20452971,AOI,AQPA9N03ADLN0957,6673.5
68.4,8310,8310,8287,8310,2,SGD20475179,AOI,AQPLBCQ4EDMA1072,8304.25
68.4,9554,9523,9493,9493,5,JPE22200552,AOI,AQPLBCQ4EDMA1072,9515.75
68.3,6024,6048,6048,6012,4,SGD21039746,AOI,AQPLBCQ4EDMA1072,6033.0
68.3,9375,9375,9345,9316,2,JPE22183170,AOI,AQPLBCQ4EDMA1072,9352.75
68.3,10101,10101,10101,10067,3,JPE21320926,AOI,AQPLBCQ4EDMA1072,10092.5
68.3,6578,6593,6593,6622,7,SGD21068371,AOI,AQPLBCQ4EDMA1072,6596.5
68.3,10309,10238,10238,10204,1,SGD20512587,Finisar,FCBN425QF1C10-OR,10247.25
68.3,6593,6637,6622,6681,6,SGD21017363,AOI,AQPLBCQ4EDMA1072,6633.25
68.3,8928,8849,8875,8875,1,SGD22023438,AOI,AQPLBCQ4EDMA1072,8881.75
68.3,6521,6550,6564,6564,3,SGD21085314,AOI,AQPLBCQ4EDMA1072,6549.75
68.3,11904,11764,11764,11764,1,SGD22057126,AOI,AQPLBCQ4EDMA1072,11799.0
68.3,10000,10000,10000,9966,3,JPE22106779,AOI,AQPLBCQ4EDMA1072,9991.5
68.3,6833,6849,6896,6880,5,SGD22023616,AOI,AQPLBCQ4EDMA1072,6864.5
68.3,7425,7518,7500,7518,7,SGD20391724,AOI,AQPLBCQ4EDMA1072,7490.25
68.3,9316,9287,9287,9287,4,SGD22074185,AOI,AQPLBCQ4EDMA1072,9294.25
68.3,8356,8333,8310,8379,6,SGD20453053,AOI,AQPLBCQ4EDMA1072,8344.5
68.3,6396,6396,6369,6410,5,SGD21016715,AOI,AQPLBCQ4EDMA1072,6392.75
68.3,6593,6578,6578,6578,2,JPE22060787,AOI,AQPLBCQ4EDMA1072,6581.75
68.3,7317,7317,7334,7317,4,SGD21068135,AOI,AQPLBCQ4EDMA1072,7321.25
68.3,6024,6048,6048,6012,4,SGD21039746,AOI,AQPLBCQ4EDMA1072,6033.0
68.3,6012,6072,6072,6060,6,JPE22060702,AOI,AQPLBCQ4EDMA1072,6054.0
68.3,6024,6048,6048,6012,4,SGD21039746,AOI,AQPLBCQ4EDMA1072,6033.0
68.3,9174,9146,9230,9230,1,JPE20451987,AOI,AQPLBCQ4EDMA1072,9195.0
68.3,8108,8064,8086,8064,2,SGD21016659,AOI,AQPLBCQ4EDMA1072,8080.5
68.3,8823,8849,8823,8823,7,SGD20452763,AOI,AQPLBCQ4EDMA1072,8829.5
68.2,9259,9259,9259,9259,6,JPE21314349,AOI,AQPLBCQ4EDMA1072,9259.0
68.2,9375,9375,9345,9316,2,JPE22183170,AOI,AQPLBCQ4EDMA1072,9352.75
68.2,8064,8086,7978,8021,2,SGD21068056,AOI,AQPLBCQ4EDMA1072,8037.25
68.2,7751,7751,7772,7712,5,SGD22057342,AOI,AQPLBCQ4EDMA1072,7746.5
68.2,9009,8955,8982,8982,1,SGD21016702,AOI,AQPLBCQ4EDMA1072,8982.0
68.2,7957,8021,7978,7957,7,SGD22074217,AOI,AQPLBCQ4EDMA1072,7978.25
68.2,7334,7334,7334,7334,4,JPE22192032,AOI,AQPLBCQ4EDMA1072,7334.0
68.2,8875,8875,8849,8849,3,SGD22056997,AOI,AQPLBCQ4EDMA1072,8862.0
68.2,8571,8620,8547,8595,1,JPE22190547,AOI,AQPLBCQ4EDMA1072,8583.25
68.2,7936,7915,7894,7894,1,SGD21039804,AOI,AQPLBCQ4EDMA1072,7909.75
68.2,7792,7792,7812,7772,1,JPE22060751,AOI,AQPLBCQ4EDMA1072,7792.0
68.2,7978,7957,7957,8108,5,SGD20474914,AOI,AQPLBCQ4EDMA1072,8000.0
68.2,7009,6928,7025,6928,6,SGD20474996,AOI,AQPLBCQ4EDMA1072,6972.5
68.2,8746,8746,8746,8771,1,SGD21053636,AOI,AQPLBCQ4EDMA1072,8752.25
68.2,6880,6928,6896,6896,5,SGD22073972,AOI,AQPLBCQ4EDMA1072,6900.0
68.2,9316,9287,9287,9287,4,SGD22074185,AOI,AQPLBCQ4EDMA1072,9294.25
68.2,8021,8042,8086,8064,4,JPE21311904,AOI,AQPLBCQ4EDMA1072,8053.25
68.2,7874,7874,7894,7915,2,SGD22023552,AOI,AQPLBCQ4EDMA1072,7889.25
68.2,9433,9493,9463,9404,6,SGD22074870,AOI,AQPLBCQ4EDMA1072,9448.25
68.2,8498,8522,8474,8522,4,SGD21254473,AOI,AQPLBCQ4EDMA1072,8504.0
68.2,10344,10273,10309,10273,2,SGD20512760,Finisar,FCBN425QF1C10-OR,10299.75
68.2,6960,6896,6864,6896,4,SGD20436251,AOI,AQPLBCQ4EDMA1072,6904.0
68.2,8620,8620,8645,8645,7,JPE22190600,AOI,AQPLBCQ4EDMA1072,8632.5
68.2,6696,6696,6622,6681,5,SGD21521297,AOI,AQPLBCQ4EDMA1072,6673.75
68.2,8021,7978,8042,8042,2,SGD21520989,AOI,AQPLBCQ4EDMA1072,8020.75
68.2,8571,8547,8522,8571,2,HBG2319012D,AOI,AQPLBCQ4EDMA1072,8552.75
68.2,7792,7792,7751,7731,4,SGD21067890,AOI,AQPLBCQ4EDMA1072,7766.5
68.2,7125,7125,7125,7177,6,SGD21036202,AOI,AQPLBCQ4EDMA1072,7138.0
68.2,8547,8571,8547,8547,4,SGD21067984,AOI,AQPLBCQ4EDMA1072,8553.0
68.2,8042,7978,7978,7936,4,SGD22023398,AOI,AQPLBCQ4EDMA1072,7983.5
68.2,6976,6960,6976,6944,25,JPE22192823,AOI,AQPA9N15ADLN1205,6964.0
68.2,8450,8426,8450,8474,5,JPE22097812,AOI,AQPLBCQ4EDMA1072,8450.0
68.2,6012,6072,6072,6060,6,JPE22060702,AOI,AQPLBCQ4EDMA1072,6054.0
68.2,9202,9202,9259,9259,2,SGD22074514,AOI,AQPLBCQ4EDMA1072,9230.5
68.2,9900,9836,9868,9868,1,SGD20475409,AOI,AQPLBCQ4EDMA1072,9868.0
68.2,6521,6550,6564,6564,3,SGD21085314,AOI,AQPLBCQ4EDMA1072,6549.75
68.2,9375,9375,9345,9316,2,JPE22183170,AOI,AQPLBCQ4EDMA1072,9352.75
68.2,8928,8928,8955,8955,3,JPE22192026,AOI,AQPLBCQ4EDMA1072,8941.5
68.1,9118,9146,9174,9090,3,SGD22074203,AOI,AQPLBCQ4EDMA1072,9132.0
68.1,6072,6036,6012,6048,8,SGD21085781,AOI,AQPLBCQ4EDMA1072,6042.0
68.1,6864,6818,6864,6833,8,SGD21068452,AOI,AQPLBCQ4EDMA1072,6844.75
68.1,10101,10169,10135,10169,2,SGD21067506,AOI,AQPLBCQ4EDMA1072,10143.5
68.1,8823,8771,8875,8823,5,SGD21068151,AOI,AQPLBCQ4EDMA1072,8823.0
68.1,7633,7614,7633,7575,1,SGD20436295,Eoptolink,EOLQ-131HG-O-5H5,7613.75
68.1,8219,8219,8241,8196,7,JPE22100096,AOI,AQPLBCQ4EDMA1072,8218.75
68.1,9584,9554,9493,9584,2,JPE22193080,AOI,AQPLBCQ4EDMA1072,9553.75
68.1,8021,7978,8000,7978,2,SGD20436266,AOI,AQPLBCQ4EDMA1072,7994.25
68.1,7177,7194,7194,7177,7,JPE22183145,AOI,AQPLBCQ4EDMA1072,7185.5
68.1,7177,7177,7159,7194,3,SGD21053993,AOI,AQPLBCQ4EDMA1072,7176.75
68.1,7894,7894,7915,7874,3,SGD21520986,AOI,AQPLBCQ4EDMA1072,7894.25
68.1,5988,6000,6000,5988,6,JPE20474961,AOI,AQPLBCQ4EDMA1072,5994.0
68.1,10416,10344,10344,10380,1,SGD21520748,AOI,AQPLBCQ4EDMA1072,10371.0
68.1,7481,7575,7500,7518,4,SGD20475252,AOI,AQPLBCQ4EDMA1072,7518.5
68.1,6535,6550,6550,6637,7,SGD20265863,AOI,AQPLBCQ4EDMA1072,6568.0
68.1,8219,8196,8174,8196,5,SGD21143936,AOI,AQPLBCQ4EDMA1072,8196.25
68.1,9933,9900,9868,9868,6,JPE22182481,AOI,AQPLBCQ4EDMA1072,9892.25
68.1,9375,9375,9345,9316,2,JPE22183170,AOI,AQPLBCQ4EDMA1072,9352.75
68.1,7042,7092,7025,7075,2,SGD21035711,AOI,AQPLBCQ4EDMA1072,7058.5
68.1,8645,8645,8670,8620,7,SGD22057340,AOI,AQPLBCQ4EDMA1072,8645.0
68.1,8522,8595,8547,8547,4,SGD22057002,AOI,AQPLBCQ4EDMA1072,8552.75
68.0,10452,10526,10563,10526,3,SGD22023395,AOI,AQPLBCQ4EDMA1072,10516.75
68.0,7444,7481,7481,7500,6,SGD21520945,AOI,AQPLBCQ4EDMA1072,7476.5
68.0,7444,7444,7444,7444,4,SGD21214474,AOI,AQPLBCQ4EDMA1072,7444.0
68.0,8130,8152,8086,8064,4,SGD21172754,AOI,AQPLBCQ4EDMA1072,8108.0
68.0,8928,8928,8955,8955,3,JPE22192026,AOI,AQPLBCQ4EDMA1072,8941.5
68.0,7936,7915,7894,7894,1,SGD21039804,AOI,AQPLBCQ4EDMA1072,7909.75
68.0,6681,6637,6651,6666,7,SGD21084909,AOI,AQPLBCQ4EDMA1072,6658.75
68.0,8356,8333,8310,8379,6,SGD20453053,AOI,AQPA9N03ADLN0957,8344.5
68.0,7672,7614,7653,7633,4,SGD22074184,AOI,AQPLBCQ4EDMA1072,7643.0
68.0,7672,7614,7653,7633,4,SGD22074184,AOI,AQPLBCQ4EDMA1072,7643.0
68.0,6802,6864,6833,6864,3,SGD22056857,AOI,AQPLBCQ4EDMA1072,6840.75
68.0,8356,8310,8356,8426,3,SGD22023425,AOI,AQPLBCQ4EDMA1072,8362.0
68.0,10204,10204,10169,10238,3,JPE22200326,AOI,AQPLBCQ4EDMA1072,10203.75
68.0,6012,5988,6036,5952,5,JPE22063089,AOI,AQPLBCQ4EDMA1072,5997.0
68.0,8498,8474,8498,8474,29,SGD21301587,AOI,AQPA9N15ADLN1205,8486.0
68.0,8021,8021,8042,8000,7,SGD21067500,AOI,AQPLBCQ4EDMA1072,8021.0
68.0,7978,7978,7978,7957,6,SGD20482581,AOI,AQPLBCQ4EDMA1072,7972.75
68.0,11194,11235,11235,11152,2,SGD22057242,AOI,AQPLBCQ4EDMA1072,11204.0
68.0,8021,8021,8042,8000,7,SGD21067500,AOI,AQPLBCQ4EDMA1072,8021.0
68.0,6741,6833,6864,6880,4,SGD20422104,Hisense,DQF8503-4C03,6829.5
68.0,9584,9554,9493,9584,2,JPE22193080,AOI,AQPLBCQ4EDMA1072,9553.75
68.0,7263,7228,7263,7246,5,SGD22023266,AOI,AQPLBCQ4EDMA1072,7250.0
68.0,9771,9803,9803,9803,2,JPE22081096,AOI,AQPLBCQ4EDMA1072,9795.0
68.0,9771,9803,9803,9803,2,JPE22081096,AOI,AQPLBCQ4EDMA1072,9795.0
68.0,10033,10033,10000,10000,4,JPE22106824,AOI,AQPLBCQ4EDMA1072,10016.5
67.9,6756,6756,6756,6696,26,JPE20474888,AOI,AQPA9N15ADLN0957,6741.0
67.9,9584,9554,9493,9584,2,JPE22193080,AOI,AQPLBCQ4EDMA1072,9553.75
67.9,10791,10791,10791,10791,8,SGD22074205,AOI,AQPLBCQ4EDMA1072,10791.0
67.9,7915,7915,7874,7894,2,JPE20453060,AOI,AQPLBCQ4EDMA1072,7899.5
67.9,10000,10000,10000,9966,3,JPE22106779,AOI,AQPLBCQ4EDMA1072,9991.5
67.9,7594,7594,7594,7556,3,SGD22023531,AOI,AQPLBCQ4EDMA1072,7584.5
67.9,8219,8196,8174,8196,5,SGD21143936,AOI,AQPLBCQ4EDMA1072,8196.25
67.9,9259,9259,9259,9259,6,JPE21314349,AOI,AQPLBCQ4EDMA1072,9259.0
67.9,9523,9554,9523,9584,4,JPE22192774,AOI,AQPLBCQ4EDMA1072,9546.0
67.9,7594,7556,7556,7594,7,SGD20445147,AOI,AQPLBCQ4EDMA1072,7575.0
67.9,9118,9090,9036,9063,3,SGD22040472,AOI,AQPLBCQ4EDMA1072,9076.75
67.9,8571,8547,8547,8571,1,JPE20452190,AOI,AQPLBCQ4EDMA1072,8559.0
67.9,7556,7556,7500,7537,8,SGD22023276,AOI,AQPLBCQ4EDMA1072,7537.25
67.9,9146,9174,9202,9202,2,JPE20471125,AOI,AQPLBCQ4EDMA1072,9181.0
67.9,8064,8086,8086,8064,5,SGD21172590,AOI,AQPLBCQ4EDMA1072,8075.0
67.9,7334,7407,7425,7407,5,SGD22023396,AOI,AQPLBCQ4EDMA1072,7393.25
67.9,5813,5802,5791,5747,7,JPE22060786,AOI,AQPLBCQ4EDMA1072,5788.25
67.9,6451,6437,6437,6465,4,JPE20481906,AOI,AQPLBCQ4EDMA1072,6447.5
67.9,6976,6993,6993,6976,3,SGD21521056,AOI,AQPLBCQ4EDMA1072,6984.5
67.9,6315,6355,6302,6302,8,JPE22190444,AOI,AQPLBCQ4EDMA1072,6318.5
67.9,6451,6437,6437,6465,4,JPE20481906,AOI,AQPLBCQ4EDMA1072,6447.5
67.9,7633,7614,7633,7575,1,SGD20436295,Eoptolink,EOLQ-131HG-O-5H5,7613.75
67.9,7211,7159,7159,7177,7,SGD21213725,AOI,AQPLBCQ4EDMA1072,7176.5
67.9,7125,7177,7211,7228,6,SGD21017310,AOI,AQPLBCQ4EDMA1072,7185.25
67.9,8021,7978,8042,8042,2,SGD21520989,AOI,AQPLBCQ4EDMA1072,8020.75
67.9,6493,6493,6479,6507,4,SGD22023361,AOI,AQPLBCQ4EDMA1072,6493.0
67.9,7751,7751,7772,7712,5,SGD22057342,AOI,AQPLBCQ4EDMA1072,7746.5
67.9,8450,8426,8450,8474,5,JPE22097812,AOI,AQPLBCQ4EDMA1072,8450.0
67.8,10344,10273,10309,10273,2,SGD20512760,Accelight,AQP100C-C-LRL,10299.75
67.8,7633,7614,7633,7594,3,SGD22023399,AOI,AQPLBCQ4EDMA1072,7618.5
67.8,9090,9063,9090,9090,7,SGD22056900,AOI,AQPLBCQ4EDMA1072,9083.25
67.8,11320,11111,11111,11235,1,SGD21068009,AOI,AQPLBCQ4EDMA1072,11194.25
67.8,10000,10033,9966,10033,4,JPE22192025,AOI,AQPLBCQ4EDMA1072,10008.0
67.8,7177,7263,7281,7142,4,SGD20475004,AOI,AQPLBCQ4EDMA1072,7215.75
67.8,8287,8333,8310,8333,5,SGD20475071,AOI,AQPLBCQ4EDMA1072,8315.75
67.8,7228,7246,7299,7228,4,JPE22192825,AOI,AQPLBCQ4EDMA1072,7250.25
67.8,8571,8595,8595,8595,4,JPE21314471,AOI,AQPLBCQ4EDMA1072,8589.0
67.8,9966,9966,9966,9966,2,SGD22057286,AOI,AQPLBCQ4EDMA1072,9966.0
67.8,9836,9803,9803,9771,2,SGD22057438,AOI,AQPLBCQ4EDMA1072,9803.25
67.8,8426,8426,8403,8426,2,SGD21214254,AOI,AQPLBCQ4EDMA1072,8420.25
67.8,10101,10169,10135,10169,2,SGD21067506,AOI,AQPLBCQ4EDMA1072,10143.5
67.8,9375,9375,9345,9316,2,JPE22183170,AOI,AQPLBCQ4EDMA1072,9352.75
67.8,6396,6396,6369,6410,5,SGD21016715,AOI,AQPLBCQ4EDMA1072,6392.75
67.8,8287,8287,8310,8287,4,SGD22074910,AOI,AQPLBCQ4EDMA1072,8292.75
67.8,7792,7792,7751,7731,4,SGD21067890,AOI,AQPLBCQ4EDMA1072,7766.5
67.8,9118,9090,9036,9063,3,SGD22040472,AOI,AQPLBCQ4EDMA1072,9076.75
67.8,7792,7792,7812,7772,1,JPE22060751,AOI,AQPLBCQ4EDMA1072,7792.0
67.8,9345,9345,9316,9316,5,JPE21321007,AOI,AQPLBCQ4EDMA1072,9330.5
67.8,9316,9287,9287,9287,4,SGD22074185,AOI,AQPLBCQ4EDMA1072,9294.25
67.8,11029,11070,10989,11029,1,SGD22057293,AOI,AQPLBCQ4EDMA1072,11029.25
67.8,9174,9202,9146,9174,4,SGD22074230,AOI,AQPLBCQ4EDMA1072,9174.0
67.8,11152,11194,11194,11152,5,SGD22075317,AOI,AQPLBCQ4EDMA1072,11173.0
67.8,7142,7109,7194,7177,4,SGD21492148,AOI,AQPLBCQ4EDMA1072,7155.5
67.7,7194,7211,7177,7194,7,SGD22023365,AOI,AQPLBCQ4EDMA1072,7194.0
67.7,7211,7159,7159,7177,7,SGD21213725,AOI,AQPLBCQ4EDMA1072,7176.5
67.7,8021,7978,8000,7978,2,SGD20436266,AOI,AQPLBCQ4EDMA1072,7994.25
67.7,7211,7159,7159,7177,7,SGD21213725,AOI,AQPLBCQ4EDMA1072,7176.5
67.7,10101,10169,10135,10169,2,SGD21067506,AOI,AQPLBCQ4EDMA1072,10143.5
67.7,8333,8379,8356,8333,1,SGD20475201,AOI,AQPLBCQ4EDMA1072,8350.25
67.7,8771,8746,8797,8746,6,SGD22056676,AOI,AQPLBCQ4EDMA1072,8765.0
67.7,7194,7211,7177,7194,7,SGD22023365,AOI,AQPLBCQ4EDMA1072,7194.0
67.7,6711,6756,6741,6772,3,SGD21214368,AOI,AQPLBCQ4EDMA1072,6745.0
67.7,7575,7594,7594,7575,4,SGD20453095,AOI,AQPLBCQ4EDMA1072,7584.5
67.7,7075,7142,7109,7125,2,SGD22057178,AOI,AQPLBCQ4EDMA1072,7112.75
67.7,6711,6756,6741,6772,3,SGD21214368,AOI,AQPLBCQ4EDMA1072,6745.0
67.7,6315,6276,6302,6250,7,SGD21053639,AOI,AQPLBCQ4EDMA1072,6285.75
67.7,7633,7614,7575,7594,5,JPE20470725,AOI,AQPLBCQ4EDMA1072,7604.0
67.7,7425,7518,7500,7518,7,SGD20391724,AOI,AQPLBCQ4EDMA1072,7490.25
67.7,6396,6369,6423,6437,8,SGD20391141,AOI,AQPLBCQ4EDMA1072,6406.25
67.7,7915,7894,7936,7915,8,JPE22097914,AOI,AQPLBCQ4EDMA1072,7915.0
67.7,8310,8310,8287,8310,6,JPE21301967,AOI,AQPLBCQ4EDMA1072,8304.25
